Economic_Freedom_Indicator,Outcome_Variable,Lag_Years,Correlation,P_Value,Sample_Size,CI_Lower,CI_Upper,Strength,Significance
Tax Burden,Gini_Index,11,0.4572,0.0,722,0.3975,0.5131,Moderate,Significant
Trade Freedom,Extreme_Poverty_Share,-9,-0.4571,0.0,737,-0.5124,-0.3981,Moderate,Significant
Property Rights,Extreme_Poverty_Share,23,-0.4565,0.0001,69,-0.6256,-0.2464,Moderate,Significant
Overall Score,Extreme_Poverty_Share,0,-0.4564,0.0,1505,-0.4955,-0.4154,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,14,-0.456,0.0,473,-0.5246,-0.3816,Moderate,Significant
Monetary Freedom,Life_Expectancy,10,0.456,0.0,769,0.3981,0.5102,Moderate,Significant
Judicial Effectiveness,Extreme_Poverty_Share,4,-0.4559,0.0003,58,-0.639,-0.224,Moderate,Significant
Monetary Freedom,Life_Expectancy,8,0.4553,0.0,896,0.4018,0.5057,Moderate,Significant
Business Freedom,Life_Expectancy,-24,0.4551,0.0001,68,0.243,0.6256,Moderate,Significant
Monetary Freedom,Life_Expectancy,9,0.4549,0.0,832,0.3992,0.5071,Moderate,Significant
Tax Burden,Extreme_Poverty_Share,-14,0.4549,0.0,454,0.3787,0.525,Moderate,Significant
Government Spending,Extreme_Poverty_Share,15,0.4548,0.0,419,0.3754,0.5276,Moderate,Significant
Monetary Freedom,Life_Expectancy,7,0.4547,0.0,962,0.403,0.5034,Moderate,Significant
Financial Freedom,Life_Expectancy,-1,0.4547,0.0,1547,0.4142,0.4934,Moderate,Significant
Monetary Freedom,Life_Expectancy,11,0.4541,0.0,707,0.3936,0.5108,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,0,-0.4539,0.0,1505,-0.4931,-0.4129,Moderate,Significant
Business Freedom,Extreme_Poverty_Share,1,-0.4528,0.0,1388,-0.4937,-0.41,Moderate,Significant
Business Freedom,Extreme_Poverty_Share,-4,-0.4526,0.0,1097,-0.4984,-0.4043,Moderate,Significant
Trade Freedom,Life_Expectancy,9,0.4521,0.0,832,0.3963,0.5046,Moderate,Significant
Property Rights,Extreme_Poverty_Share,-4,-0.452,0.0,1097,-0.4978,-0.4036,Moderate,Significant
Government Integrity,Gini_Index,-3,-0.4512,0.0,1329,-0.493,-0.4073,Moderate,Significant
Monetary Freedom,Life_Expectancy,6,0.451,0.0,1030,0.401,0.4984,Moderate,Significant
Financial Freedom,HDI,-21,0.451,0.0,172,0.3232,0.5627,Moderate,Significant
Investment Freedom,HDI,5,0.4509,0.0,1105,0.4026,0.4966,Moderate,Significant
Government Spending,Extreme_Poverty_Share,14,0.4508,0.0,473,0.3759,0.5198,Moderate,Significant
Investment Freedom,Life_Expectancy,10,0.4505,0.0,769,0.3923,0.5051,Moderate,Significant
Trade Freedom,Gini_Index,7,-0.4498,0.0,981,-0.4984,-0.3984,Moderate,Significant
Financial Freedom,HDI,-14,0.4492,0.0,523,0.378,0.5151,Moderate,Significant
Tax Burden,Extreme_Poverty_Share,-24,0.449,0.001,51,0.1979,0.6448,Moderate,Significant
Financial Freedom,HDI,-13,0.4489,0.0,579,0.3813,0.5116,Moderate,Significant
Property Rights,Gini_Index,-4,-0.4488,0.0,1224,-0.4925,-0.4029,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-13,-0.4487,0.0,507,-0.5156,-0.3763,Moderate,Significant
Trade Freedom,HDI,20,0.4485,0.0,223,0.337,0.5477,Moderate,Significant
Fiscal Health,Gini_Index,-15,-0.4484,0.0,306,-0.5337,-0.3541,Moderate,Significant
Financial Freedom,HDI,-3,0.4483,0.0,1286,0.4036,0.491,Moderate,Significant
Overall Score,Life_Expectancy,-23,0.4482,0.0,104,0.2798,0.5899,Moderate,Significant
Trade Freedom,Gini_Index,17,-0.4482,0.0,379,-0.5253,-0.3639,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-20,-0.4482,0.0,174,-0.5596,-0.3208,Moderate,Significant
Investment Freedom,Life_Expectancy,11,0.4482,0.0,707,0.3873,0.5052,Moderate,Significant
Overall Score,Life_Expectancy,17,0.4479,0.0,370,0.3625,0.5258,Moderate,Significant
Business Freedom,Foreign_Aid_Given,-14,0.4477,0.0,234,0.3389,0.5447,Moderate,Significant
Business Freedom,Extreme_Poverty_Share,-5,-0.4476,0.0,1006,-0.4957,-0.3968,Moderate,Significant
Monetary Freedom,Life_Expectancy,5,0.4476,0.0,1109,0.3992,0.4934,Moderate,Significant
Trade Freedom,Gini_Index,6,-0.4476,0.0,1050,-0.4947,-0.3979,Moderate,Significant
Monetary Freedom,Life_Expectancy,12,0.4473,0.0,647,0.3834,0.5069,Moderate,Significant
Financial Freedom,HDI,-12,0.4472,0.0,637,0.3828,0.5073,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,15,-0.4471,0.0,419,-0.5206,-0.3671,Moderate,Significant
Business Freedom,Gini_Index,-7,-0.4471,0.0,981,-0.4958,-0.3956,Moderate,Significant
Financial Freedom,HDI,-15,0.4468,0.0,467,0.3711,0.5166,Moderate,Significant
Trade Freedom,HDI,-16,0.4464,0.0,413,0.3657,0.5205,Moderate,Significant
Overall Score,HDI,14,0.4462,0.0,533,0.3755,0.5118,Moderate,Significant
Fiscal Health,Gini_Index,-16,-0.4462,0.0,293,-0.5335,-0.3495,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,17,-0.4461,0.0,317,-0.5302,-0.3533,Moderate,Significant
Judicial Effectiveness,Gini_Index,-5,-0.4453,0.0,366,-0.5239,-0.3592,Moderate,Significant
Tax Burden,Gini_Index,10,0.4452,0.0,785,0.3873,0.4996,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,16,-0.445,0.0,368,-0.5234,-0.3591,Moderate,Significant
Judicial Effectiveness,Gini_Index,-6,-0.445,0.0,356,-0.5247,-0.3576,Moderate,Significant
Trade Freedom,Life_Expectancy,17,0.4449,0.0,370,0.3592,0.5231,Moderate,Significant
Judicial Effectiveness,Gini_Index,-9,-0.4448,0.0,348,-0.5254,-0.3564,Moderate,Significant
Monetary Freedom,Life_Expectancy,24,0.4447,0.0002,66,0.227,0.62,Moderate,Significant
Financial Freedom,HDI,-20,0.4441,0.0,216,0.3302,0.5453,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-12,-0.4439,0.0,561,-0.508,-0.3749,Moderate,Significant
Government Spending,Extreme_Poverty_Share,-5,0.4439,0.0,1006,0.3929,0.4922,Moderate,Significant
Investment Freedom,HDI,6,0.4438,0.0,1028,0.3933,0.4916,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,-4,-0.4438,0.0,1097,-0.4901,-0.395,Moderate,Significant
Government Spending,Foreign_Aid_Given,-21,-0.4436,0.0005,57,-0.6312,-0.2069,Moderate,Significant
Judicial Effectiveness,Extreme_Poverty_Share,3,-0.4435,0.0,109,-0.583,-0.2786,Moderate,Significant
Financial Freedom,HDI,3,0.4435,0.0,1297,0.3987,0.4862,Moderate,Significant
Trade Freedom,Gini_Index,14,-0.443,0.0,545,-0.5081,-0.3729,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-11,-0.443,0.0,616,-0.5043,-0.3772,Moderate,Significant
Overall Score,Life_Expectancy,24,0.4429,0.0002,66,0.225,0.6187,Moderate,Significant
Trade Freedom,Life_Expectancy,-8,0.4428,0.0,898,0.3887,0.4939,Moderate,Significant
Monetary Freedom,Life_Expectancy,-8,0.4427,0.0,898,0.3885,0.4938,Moderate,Significant
Government Integrity,Foreign_Aid_Given,18,0.4427,0.0,169,0.3126,0.5565,Moderate,Significant
Financial Freedom,Life_Expectancy,1,0.4424,0.0,1545,0.4014,0.4817,Moderate,Significant
Judicial Effectiveness,Gini_Index,-7,-0.4424,0.0,354,-0.5225,-0.3545,Moderate,Significant
Tax Burden,HDI,-2,-0.4423,0.0,1400,-0.4835,-0.3992,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,-1,-0.4418,0.0,1424,-0.4827,-0.399,Moderate,Significant
Trade Freedom,HDI,-23,0.4413,0.0,98,0.2662,0.5882,Moderate,Significant
Fiscal Health,Gini_Index,-14,-0.4411,0.0,317,-0.5257,-0.3478,Moderate,Significant
Trade Freedom,Extreme_Poverty_Share,6,-0.4409,0.0,943,-0.491,-0.388,Moderate,Significant
Trade Freedom,HDI,22,0.4409,0.0,138,0.2955,0.5663,Moderate,Significant
Monetary Freedom,Life_Expectancy,-10,0.4409,0.0,771,0.3822,0.4961,Moderate,Significant
Monetary Freedom,Life_Expectancy,-11,0.4405,0.0,709,0.3792,0.498,Moderate,Significant
Financial Freedom,Life_Expectancy,-2,0.4405,0.0,1423,0.3976,0.4814,Moderate,Significant
Trade Freedom,HDI,21,0.4404,0.0,178,0.3136,0.5517,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-1,-0.4402,0.0,1424,-0.4811,-0.3973,Moderate,Significant
Trade Freedom,Extreme_Poverty_Share,5,-0.4398,0.0,1011,-0.4882,-0.3887,Moderate,Significant
Trade Freedom,Gini_Index,12,-0.4395,0.0,661,-0.499,-0.3758,Moderate,Significant
Financial Freedom,HDI,-11,0.439,0.0,697,0.377,0.497,Moderate,Significant
Investment Freedom,Life_Expectancy,12,0.439,0.0,647,0.3746,0.4992,Moderate,Significant
Trade Freedom,Gini_Index,13,-0.4388,0.0,602,-0.5012,-0.372,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-10,-0.4388,0.0,676,-0.4977,-0.3758,Moderate,Significant
Tax Burden,Gini_Index,9,0.4388,0.0,849,0.3828,0.4915,Moderate,Significant
Property Rights,Extreme_Poverty_Share,-3,-0.4386,0.0,1198,-0.4832,-0.3916,Moderate,Significant
Tax Burden,Extreme_Poverty_Share,-13,0.4386,0.0,507,0.3655,0.5063,Moderate,Significant
Business Freedom,Gini_Index,-6,-0.4385,0.0,1050,-0.4861,-0.3883,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,21,-0.4385,0.0,139,-0.5638,-0.2934,Moderate,Significant
Financial Freedom,HDI,-16,0.4383,0.0,413,0.3569,0.5131,Moderate,Significant
Trade Freedom,Gini_Index,11,-0.4381,0.0,722,-0.4952,-0.3772,Moderate,Significant
Government Integrity,Gini_Index,-2,-0.4381,0.0,1446,-0.4788,-0.3955,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,-2,-0.4375,0.0,1308,-0.4803,-0.3926,Moderate,Significant
Overall Score,Gini_Index,-13,-0.4374,0.0,602,-0.4998,-0.3704,Moderate,Significant
Trade Freedom,Life_Expectancy,16,0.4373,0.0,423,0.3568,0.5113,Moderate,Significant
Trade Freedom,Gini_Index,24,-0.4373,0.0002,68,-0.6119,-0.222,Moderate,Significant
Monetary Freedom,Life_Expectancy,-9,0.437,0.0,834,0.3804,0.4904,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,1,-0.4366,0.0,1388,-0.4782,-0.393,Moderate,Significant
Trade Freedom,Gini_Index,15,-0.4365,0.0,488,-0.5057,-0.3617,Moderate,Significant
Trade Freedom,Gini_Index,8,-0.4361,0.0,914,-0.4872,-0.382,Moderate,Significant
Trade Freedom,Extreme_Poverty_Share,-10,-0.4359,0.0,676,-0.4951,-0.3728,Moderate,Significant
Monetary Freedom,Life_Expectancy,13,0.4357,0.0,589,0.3679,0.4989,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,-3,-0.4357,0.0,1198,-0.4805,-0.3886,Moderate,Significant
Investment Freedom,HDI,7,0.4356,0.0,961,0.3829,0.4855,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,18,-0.4354,0.0,268,-0.5277,-0.333,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-9,-0.4353,0.0,737,-0.4921,-0.3749,Moderate,Significant
Trade Freedom,Life_Expectancy,10,0.4352,0.0,769,0.376,0.4908,Moderate,Significant
Investment Freedom,HDI,8,0.4346,0.0,896,0.38,0.4863,Moderate,Significant
Monetary Freedom,Inflation_Rate,9,-0.4337,0.0,813,-0.4879,-0.3762,Moderate,Significant
Tax Burden,Gini_Index,8,0.4336,0.0,914,0.3794,0.4848,Moderate,Significant
Property Rights,Extreme_Poverty_Share,-2,-0.4335,0.0,1308,-0.4765,-0.3884,Moderate,Significant
Financial Freedom,HDI,-19,0.4334,0.0,262,0.3295,0.5269,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-21,-0.4333,0.0,139,-0.5594,-0.2875,Moderate,Significant
Judicial Effectiveness,Gini_Index,-4,-0.433,0.0,381,-0.5112,-0.3476,Moderate,Significant
Trade Freedom,Gini_Index,20,-0.4329,0.0,229,-0.5326,-0.3212,Moderate,Significant
Property Rights,Gini_Index,-3,-0.4328,0.0,1329,-0.4755,-0.3881,Moderate,Significant
Tax Burden,Gini_Index,5,0.4328,0.0,1130,0.3842,0.479,Moderate,Significant
Financial Freedom,HDI,-18,0.4326,0.0,311,0.3376,0.5189,Moderate,Significant
Tax Burden,Gini_Index,7,0.4324,0.0,981,0.3801,0.482,Moderate,Significant
Government Spending,Extreme_Poverty_Share,7,0.4323,0.0,882,0.3771,0.4845,Moderate,Significant
Trade Freedom,HDI,24,0.4317,0.0003,66,0.2117,0.61,Moderate,Significant
Trade Freedom,Gini_Index,18,-0.4313,0.0,328,-0.5155,-0.3389,Moderate,Significant
Tax Burden,Gini_Index,6,0.4312,0.0,1050,0.3807,0.4792,Moderate,Significant
Trade Freedom,HDI,-17,0.431,0.0,360,0.3429,0.5116,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-8,-0.4309,0.0,799,-0.4858,-0.3727,Moderate,Significant
Investment Freedom,Life_Expectancy,13,0.4308,0.0,589,0.3627,0.4944,Moderate,Significant
Judicial Effectiveness,Gini_Index,-8,-0.4308,0.0,352,-0.5122,-0.3416,Moderate,Significant
Monetary Freedom,Life_Expectancy,4,0.4305,0.0,1202,0.3833,0.4754,Moderate,Significant
Business Freedom,Gini_Index,-5,-0.4304,0.0,1130,-0.4768,-0.3817,Moderate,Significant
Financial Freedom,HDI,-17,0.4301,0.0,360,0.3419,0.5107,Moderate,Significant
Financial Freedom,HDI,-10,0.4299,0.0,759,0.3701,0.4862,Moderate,Significant
Judicial Effectiveness,Foreign_Aid_Given,2,0.4297,0.0,122,0.2728,0.5643,Moderate,Significant
Tax Burden,Gini_Index,4,0.4293,0.0,1224,0.3825,0.4739,Moderate,Significant
Monetary Freedom,Life_Expectancy,23,0.4293,0.0,102,0.2562,0.5757,Moderate,Significant
Monetary Freedom,Life_Expectancy,-7,0.4293,0.0,964,0.3764,0.4795,Moderate,Significant
Government Integrity,Foreign_Aid_Given,17,0.4293,0.0,200,0.3089,0.5361,Moderate,Significant
Trade Freedom,Gini_Index,16,-0.4289,0.0,433,-0.5028,-0.3487,Moderate,Significant
Trade Freedom,Gini_Index,9,-0.4283,0.0,849,-0.4817,-0.3717,Moderate,Significant
Government Integrity,Foreign_Aid_Received,23,-0.4283,0.0014,53,-0.6261,-0.1786,Moderate,Significant
Trade Freedom,Gini_Index,10,-0.4283,0.0,785,-0.4838,-0.3694,Moderate,Significant
Monetary Freedom,Inflation_Rate,24,-0.428,0.0005,62,-0.6123,-0.1995,Moderate,Significant
Property Rights,Extreme_Poverty_Share,-1,-0.428,0.0,1424,-0.4695,-0.3846,Moderate,Significant
Trade Freedom,Gini_Index,-2,-0.4279,0.0,1446,-0.4691,-0.3849,Moderate,Significant
Trade Freedom,HDI,-18,0.4277,0.0,311,0.3322,0.5144,Moderate,Significant
Financial Freedom,HDI,-4,0.4273,0.0,1184,0.3796,0.4728,Moderate,Significant
Monetary Freedom,Life_Expectancy,-12,0.4271,0.0,649,0.3621,0.488,Moderate,Significant
Financial Freedom,Life_Expectancy,-13,0.4267,0.0,591,0.3583,0.4904,Moderate,Significant
Trade Freedom,HDI,-22,0.4266,0.0,133,0.2764,0.5564,Moderate,Significant
Trade Freedom,HDI,23,0.4265,0.0,102,0.253,0.5734,Moderate,Significant
Financial Freedom,Life_Expectancy,-14,0.4265,0.0,535,0.3545,0.4934,Moderate,Significant
Government Integrity,Gini_Index,-1,-0.4258,0.0,1572,-0.4655,-0.3845,Moderate,Significant
Fiscal Health,Gini_Index,-13,-0.4257,0.0,322,-0.5112,-0.3318,Moderate,Significant
Overall Score,Extreme_Poverty_Share,1,-0.4255,0.0,1388,-0.4676,-0.3814,Moderate,Significant
Financial Freedom,HDI,4,0.4255,0.0,1196,0.3779,0.4708,Moderate,Significant
Judicial Effectiveness,Gini_Index,-3,-0.4255,0.0,395,-0.5031,-0.3412,Moderate,Significant
Financial Freedom,Life_Expectancy,2,0.4255,0.0,1421,0.3819,0.4671,Moderate,Significant
Financial Freedom,Life_Expectancy,-12,0.4254,0.0,649,0.3603,0.4865,Moderate,Significant
Monetary Freedom,Inflation_Rate,-1,-0.4254,0.0,1508,-0.4658,-0.3831,Moderate,Significant
Labor Freedom,Gini_Index,-23,-0.4253,0.0,105,-0.5704,-0.2543,Moderate,Significant
Investment Freedom,HDI,9,0.4253,0.0,832,0.368,0.4794,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,2,-0.4246,0.0,1278,-0.4685,-0.3786,Moderate,Significant
Government Spending,Extreme_Poverty_Share,-4,0.4244,0.0,1097,0.3746,0.4718,Moderate,Significant
Overall Score,HDI,15,0.4241,0.0,477,0.3475,0.495,Moderate,Significant
Government Integrity,Foreign_Aid_Given,16,0.4239,0.0,232,0.3121,0.524,Moderate,Significant
Trade Freedom,Life_Expectancy,15,0.4237,0.0,477,0.3471,0.4947,Moderate,Significant
Business Freedom,Foreign_Aid_Given,-13,0.4237,0.0,264,0.3193,0.5179,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,20,-0.4235,0.0,179,-0.5368,-0.2951,Moderate,Significant
Investment Freedom,Extreme_Poverty_Share,-6,-0.4232,0.0,930,-0.4745,-0.3689,Moderate,Significant
Business Freedom,Foreign_Aid_Received,23,-0.423,0.0016,53,-0.6222,-0.1724,Moderate,Significant
Overall Score,Life_Expectancy,18,0.4226,0.0,320,0.3282,0.5087,Moderate,Significant
Tax Burden,Extreme_Poverty_Share,-12,0.4224,0.0,561,0.3519,0.4881,Moderate,Significant
Tax Burden,Life_Expectancy,3,-0.4224,0.0,1306,-0.4659,-0.3768,Moderate,Significant
Trade Freedom,Life_Expectancy,-9,0.4223,0.0,834,0.3648,0.4765,Moderate,Significant
Trade Freedom,Gini_Index,19,-0.4222,0.0,277,-0.5144,-0.3203,Moderate,Significant
Financial Freedom,Life_Expectancy,-15,0.4222,0.0,479,0.3457,0.4932,Moderate,Significant
Trade Freedom,Gini_Index,5,-0.422,0.0,1130,-0.4688,-0.3728,Moderate,Significant
Financial Freedom,Life_Expectancy,-11,0.4219,0.0,709,0.3595,0.4806,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-7,-0.4219,0.0,864,-0.4752,-0.3654,Moderate,Significant
Government Integrity,Foreign_Aid_Given,15,0.4219,0.0,265,0.3175,0.5161,Moderate,Significant
Monetary Freedom,Inflation_Rate,2,-0.4218,0.0,1391,-0.4641,-0.3777,Moderate,Significant
Judicial Effectiveness,Gini_Index,3,-0.4217,0.0,166,-0.5394,-0.2879,Moderate,Significant
Government Integrity,Foreign_Aid_Given,13,0.4216,0.0,330,0.3286,0.5065,Moderate,Significant
Government Integrity,Extreme_Poverty_Share,19,-0.4215,0.0,222,-0.5241,-0.3069,Moderate,Significant
Business Freedom,Extreme_Poverty_Share,20,-0.4214,0.0,179,-0.535,-0.2928,Moderate,Significant
Business Freedom,Gini_Index,-4,-0.4213,0.0,1224,-0.4663,-0.3741,Moderate,Significant
Financial Freedom,HDI,-9,0.4207,0.0,822,0.3627,0.4754,Moderate,Significant
Judicial Effectiveness,Gini_Index,-2,-0.4207,0.0,406,-0.4977,-0.3372,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-2,-0.4206,0.0,1308,-0.4642,-0.3749,Moderate,Significant
Business Freedom,Extreme_Poverty_Share,2,-0.4202,0.0,1278,-0.4643,-0.3739,Moderate,Significant
Overall Score,Gini_Index,-12,-0.4199,0.0,661,-0.4808,-0.3551,Moderate,Significant
Tax Burden,Gini_Index,3,0.4198,0.0,1329,0.3745,0.4631,Moderate,Significant
Government Integrity,Foreign_Aid_Given,14,0.4193,0.0,298,0.321,0.5087,Moderate,Significant
Financial Freedom,HDI,-8,0.4189,0.0,886,0.363,0.4717,Moderate,Significant
Investment Freedom,HDI,10,0.4188,0.0,769,0.3587,0.4754,Moderate,Significant
Tax Burden,HDI,3,-0.4187,0.0,1297,-0.4625,-0.3727,Moderate,Significant
Government Integrity,Foreign_Aid_Given,12,0.4186,0.0,363,0.3299,0.5,Moderate,Significant
Judicial Effectiveness,Foreign_Aid_Given,1,0.4184,0.0,156,0.2796,0.54,Moderate,Significant
Trade Freedom,HDI,-21,0.4184,0.0,172,0.2867,0.5345,Moderate,Significant
Financial Freedom,Life_Expectancy,-3,0.4183,0.0,1308,0.3726,0.4621,Moderate,Significant
Investment Freedom,Life_Expectancy,14,0.4182,0.0,533,0.3455,0.4859,Moderate,Significant
Government Spending,Extreme_Poverty_Share,6,0.4181,0.0,943,0.364,0.4694,Moderate,Significant
Monetary Freedom,Life_Expectancy,14,0.4174,0.0,533,0.3446,0.4851,Moderate,Significant
Trade Freedom,Life_Expectancy,11,0.4173,0.0,707,0.3545,0.4764,Moderate,Significant
Government Spending,Foreign_Aid_Given,-19,-0.4173,0.0,99,-0.5679,-0.2396,Moderate,Significant
Tax Burden,Life_Expectancy,-2,-0.4173,0.0,1423,-0.4593,-0.3734,Moderate,Significant
Trade Freedom,HDI,-19,0.4171,0.0,262,0.3117,0.5124,Moderate,Significant
Investment Freedom,HDI,11,0.4166,0.0,707,0.3537,0.4757,Moderate,Significant
Judicial Effectiveness,Inflation_Rate,-12,-0.4163,0.0,315,-0.5037,-0.3206,Moderate,Significant
Trade Freedom,Gini_Index,22,-0.4162,0.0,142,-0.5437,-0.27,Moderate,Significant
Property Rights,Gini_Index,-2,-0.4162,0.0,1446,-0.4579,-0.3727,Moderate,Significant
Monetary Freedom,Inflation_Rate,10,-0.4162,0.0,751,-0.4736,-0.3552,Moderate,Significant
Financial Freedom,Life_Expectancy,3,0.4161,0.0,1306,0.3702,0.46,Moderate,Significant
Trade Freedom,Life_Expectancy,14,0.4149,0.0,533,0.342,0.4828,Moderate,Significant
Government Spending,Foreign_Aid_Given,-20,-0.4148,0.0002,77,-0.5845,-0.2103,Moderate,Significant
Government Integrity,Foreign_Aid_Received,21,-0.4147,0.0,91,-0.5718,-0.2283,Moderate,Significant
Overall Score,Extreme_Poverty_Share,-24,-0.4143,0.0025,51,-0.6192,-0.1566,Moderate,Significant
Financial Freedom,Life_Expectancy,-10,0.4142,0.0,771,0.3539,0.471,Moderate,Significant
Financial Freedom,Life_Expectancy,-16,0.4139,0.0,425,0.3318,0.4897,Moderate,Significant
Trade Freedom,HDI,-20,0.4139,0.0,216,0.2968,0.5188,Moderate,Significant
Financial Freedom,HDI,-5,0.4138,0.0,1094,0.3635,0.4618,Moderate,Significant
Property Rights,Foreign_Aid_Given,22,0.4138,0.0007,63,0.185,0.6,Moderate,Significant
Fiscal Health,Gini_Index,-12,-0.4137,0.0,328,-0.4996,-0.3197,Moderate,Significant
Monetary Freedom,Life_Expectancy,-13,0.4136,0.0,591,0.3444,0.4783,Moderate,Significant
Government Integrity,Gini_Index,4,-0.4133,0.0,1224,-0.4587,-0.3658,Moderate,Significant
Trade Freedom,Extreme_Poverty_Share,-11,-0.413,0.0,616,-0.4765,-0.3453,Moderate,Significant
Financial Freedom,HDI,-7,0.4127,0.0,952,0.3586,0.4641,Moderate,Significant
Government Integrity,Gini_Index,5,-0.412,0.0,1130,-0.4593,-0.3624,Moderate,Significant
Judicial Effectiveness,Extreme_Poverty_Share,-13,-0.4115,0.0,293,-0.5024,-0.3116,Moderate,Significant
Government Integrity,Gini_Index,6,-0.4114,0.0,1050,-0.4604,-0.3598,Moderate,Significant
Monetary Freedom,Life_Expectancy,-6,0.4114,0.0,1032,0.3594,0.4608,Moderate,Significant
Government Integrity,Foreign_Aid_Given,11,0.4111,0.0,395,0.3256,0.4899,Moderate,Significant
Trade Freedom,Life_Expectancy,12,0.4107,0.0,647,0.3445,0.4728,Moderate,Significant
Judicial Effectiveness,Gini_Index,2,-0.4104,0.0,228,-0.513,-0.2963,Moderate,Significant
Financial Freedom,Inflation_Rate,-22,-0.4103,0.0,134,-0.5422,-0.2588,Moderate,Significant
Financial Freedom,HDI,-6,0.4098,0.0,1019,0.3574,0.4596,Moderate,Significant
Monetary Freedom,Inflation_Rate,-20,-0.4098,0.0,217,-0.5149,-0.2926,Moderate,Significant
Government Spending,Foreign_Aid_Given,-17,-0.4097,0.0,150,-0.5348,-0.2669,Moderate,Significant
Trade Freedom,Extreme_Poverty_Share,7,-0.4095,0.0,882,-0.463,-0.353,Moderate,Significant
Government Integrity,Gini_Index,7,-0.4089,0.0,981,-0.4597,-0.3554,Moderate,Significant
